ExampleD	ExampleD
Reference Pedigree	Family tree
7.04907E-07	1560.58
7.04568E-07	1558.87
7.03984E-07	1557.18
7.03955E-07	1555.83
6.99227E-07	1555.67
6.98251E-07	1554.55
6.96513E-07	1548.29
6.96007E-07	1547.91
6.95612E-07	1547.45
0.0006954	1546.75
6.94933E-07	1545.75
6.94724E-07	1542.48
0.0006926	1541.98
6.92108E-07	1540.48
6.90765E-07	1540.2
6.88493E-07	1539.88
6.87206E-07	1537.64
0.0006853	1537.3
6.83777E-07	1536.57
6.83153E-07	1535.88
6.82392E-07	1534.73
6.82169E-07	1532.86
6.79731E-07	1526
6.78114E-07	1525.77
6.7808E-07	1525.33
6.78006E-07	1524.59
6.77794E-07	1520.4
6.77562E-07	1520.34
6.77381E-07	1520.03
6.77363E-07	1517.49
6.76377E-07	1516.76
6.75812E-07	1516.26
6.74176E-07	1513.29
6.74049E-07	1513.19
6.7316E-07	1512.2
6.73143E-07	1506.57
6.72417E-07	1505.56
6.71933E-07	1500.6
6.71299E-07	1498.82
6.71266E-07	1497.1
6.71126E-07	1496.11
6.70882E-07	1494.32
6.7052E-07	1493.71
6.69678E-07	1493.35
6.68814E-07	1492.8
6.68374E-07	1489.66
6.68287E-07	1484.61
6.66999E-07	1479.9
6.66225E-07	1478.81
6.65806E-07	1478.53
6.65699E-07	1475.22
6.65585E-07	1474.09
6.65218E-07	1473.56
6.64494E-07	1472.27
6.5968E-07	1472.05
6.59623E-07	1470.67
6.58171E-07	1470.5
6.57459E-07	1470.17
6.57065E-07	1468.25
6.55348E-07	1462.87
6.54794E-07	1459.67
6.51609E-07	1456.27
6.51243E-07	1455.82
6.49944E-07	1455.71
6.49902E-07	1455.27
0.0006499	1453.01
6.49565E-07	1451.49
6.47592E-07	1451.05
6.47194E-07	1448.43
6.4644E-07	1445.51
6.46145E-07	1445.23
6.45669E-07	1444.09
6.45594E-07	1442.88
6.45107E-07	1442.43
6.44685E-07	1441.75
6.43134E-07	1440.88
6.4227E-07	1436.66
6.39302E-07	1435.26
6.38922E-07	1434.66
6.38388E-07	1429.87
6.38013E-07	1427.6
6.35463E-07	1426.28
6.34688E-07	1424.56
6.34159E-07	1419.73
6.31388E-07	1415.07
6.31137E-07	1414.33
6.30914E-07	1409.7
6.29817E-07	1409.24
6.28061E-07	1407.8
6.28043E-07	1406.66
6.26712E-07	1401.29
6.24729E-07	1401.2
6.24366E-07	1400.95
6.23924E-07	1397.4
6.23753E-07	1392.78
6.23737E-07	1392.63
6.23698E-07	1391.89
6.21902E-07	1390.71
6.20886E-07	1385.4
6.2031E-07	1384.29
6.19744E-07	1380.51
6.19613E-07	1377.63
6.19604E-07	1374.94
6.19084E-07	1370.58
6.17943E-07	1370.28
6.1638E-07	1366.17
6.16315E-07	1364.82
6.1178E-07	1364.33
6.10814E-07	1363.7
6.10284E-07	1360.95
6.09733E-07	1359.21
6.08758E-07	1357.88
6.06873E-07	1357.26
6.05068E-07	1356.12
6.0485E-07	1354.83
6.01228E-07	1353.5
6.0116E-07	1352.44
6.00965E-07	1352.09
5.98064E-07	1350.06
5.97323E-07	1349.34
5.91248E-07	1349.26
5.90514E-07	1347.17
5.89466E-07	1346.94
5.88543E-07	1342.62
5.87743E-07	1342.26
5.86372E-07	1340.92
5.85808E-07	1340.4
5.84577E-07	1339.15
5.79084E-07	1337.29
5.76043E-07	1333.39
5.75615E-07	1331.68
5.75335E-07	1330.33
5.74109E-07	1329.87
5.69224E-07	1329.66
5.67917E-07	1329.59
5.66256E-07	1328.76
5.66231E-07	1328.38
5.66045E-07	1326.44
5.65536E-07	1325.59
5.64514E-07	1325.5
5.64245E-07	1325.37
5.6321E-07	1322.3
5.62421E-07	1319.13
5.61933E-07	1318.7
5.59166E-07	1316.93
5.58928E-07	1316.67
5.58853E-07	1316.03
5.58433E-07	1312.89
5.58257E-07	1310.42
5.58247E-07	1309.38
5.58196E-07	1309.38
5.58123E-07	1304.19
5.53556E-07	1302.38
5.51408E-07	1300.91
5.50856E-07	1300.6
5.50744E-07	1300.24
5.49413E-07	1295.43
5.49411E-07	1294.11
5.46954E-07	1293.57
5.46179E-07	1291.48
5.44254E-07	1288.67
5.4276E-07	1287.46
5.42444E-07	1284.01
5.4071E-07	1282.74
5.40526E-07	1278.68
5.39525E-07	1278.29
5.38996E-07	1271.73
5.38567E-07	1271.65
5.38496E-07	1268.54
5.37929E-07	1268.33
5.36125E-07	1265.82
5.34759E-07	1264.23
5.33247E-07	1256.24
5.32153E-07	1254.38
5.32041E-07	1253.72
5.31696E-07	1245.87
5.31373E-07	1242.61
5.30509E-07	1242.23
5.28027E-07	1242.2
5.2705E-07	1241.51
5.26052E-07	1238.75
5.25583E-07	1237.23
5.25045E-07	1236.45
5.24631E-07	1236.17
5.23753E-07	1234.43
5.23494E-07	1233.07
5.22317E-07	1231.93
5.21603E-07	1229.64
5.20735E-07	1228.32
5.20701E-07	1226.63
5.17775E-07	1226.54
5.16847E-07	1225.43
5.14508E-07	1224.28
5.1427E-07	1222.65
5.10816E-07	1222.41
5.10761E-07	1221.64
5.10603E-07	1215.84
5.09295E-07	1212.87
5.08955E-07	1210.82
5.08669E-07	1208.26
5.07941E-07	1205.45
5.07897E-07	1204.61
5.07664E-07	1203.68
5.06609E-07	1202.73
5.05641E-07	1200.5
5.02222E-07	1194.8
4.99848E-07	1192.34
4.99687E-07	1191.44
4.99011E-07	1190.51
4.98407E-07	1190.13
4.98243E-07	1188.13
4.97908E-07	1188.11
4.97115E-07	1182.47
4.96684E-07	1180.8
4.94426E-07	1180.47
4.9387E-07	1179.09
4.93616E-07	1176.28
4.93553E-07	1174.28
4.92562E-07	1172.92
4.92551E-07	1171.31
4.92267E-07	1169.72
4.91593E-07	1166.69
4.90868E-07	1165.08
4.90834E-07	1159.97
4.90108E-07	1159.23
4.89645E-07	1157.58
4.89267E-07	1157.52
4.89054E-07	1154.98
4.88551E-07	1152.95
4.88327E-07	1152.62
4.87248E-07	1151.86
4.85832E-07	1149.58
4.84604E-07	1148.49
4.83856E-07	1148.24
4.82697E-07	1145.92
4.81888E-07	1145.88
4.80627E-07	1145.76
4.8046E-07	1145.62
4.80328E-07	1144.44
4.80141E-07	1139.79
4.80037E-07	1139.66
4.79123E-07	1138.77
4.78882E-07	1138.26
4.78524E-07	1137.47
4.78363E-07	1137.22
4.78189E-07	1133.32
4.76512E-07	1132.54
4.75263E-07	1129.75
4.74691E-07	1129.13
4.7361E-07	1128.67
4.73554E-07	1127.26
4.73063E-07	1125.41
4.71459E-07	1121.97
4.71081E-07	1120.97
4.69926E-07	1119.3
4.69913E-07	1119.28
4.69352E-07	1118.31
4.69068E-07	1117.11
4.67427E-07	1115.03
4.67328E-07	1114.68
4.67188E-07	1111.81
4.65839E-07	1111.46
4.65647E-07	1111.27
4.64824E-07	1109.17
4.63184E-07	1102.34
4.62774E-07	1102.07
4.6205E-07	1101.87
4.61865E-07	1101.62
4.61095E-07	1101.44
4.61094E-07	1100.18
4.59434E-07	1099.09
4.5918E-07	1097.67
4.57827E-07	1096.47
4.57774E-07	1095.21
4.57184E-07	1093.51
4.56986E-07	1091.32
4.55105E-07	1091.05
4.54893E-07	1090.49
4.53843E-07	1087.34
4.53102E-07	1087.01
4.50695E-07	1086.09
4.49457E-07	1081.79
4.47727E-07	1079.91
4.47146E-07	1078.01
4.46626E-07	1075.03
4.46607E-07	1074.39
4.44669E-07	1072.86
4.44353E-07	1071.34
4.42943E-07	1069.75
4.4057E-07	1067.42
4.39548E-07	1066.67
4.39523E-07	1064.47
4.38934E-07	1064.23
4.37897E-07	1064
4.37137E-07	1063.81
4.36108E-07	1056.73
4.35314E-07	1056.6
4.35288E-07	1056.2
4.34434E-07	1055.68
4.33733E-07	1055.36
4.33263E-07	1054.05
4.32096E-07	1052.4
4.31533E-07	1052.31
4.31236E-07	1051.23
4.29873E-07	1050.84
4.2974E-07	1049.46
4.28408E-07	1048.48
4.28228E-07	1046
4.27861E-07	1044.03
4.27477E-07	1043.96
4.23777E-07	1039.81
4.2322E-07	1039.57
4.21293E-07	1037.4
4.20856E-07	1035.73
4.19869E-07	1031.45
4.19383E-07	1029.2
4.19299E-07	1026.92
4.18629E-07	1023.83
4.17469E-07	1022.59
4.16839E-07	1017.44
4.15678E-07	1015.21
4.14812E-07	1014.23
4.14019E-07	1013.15
4.13377E-07	1012.34
4.13294E-07	1007.31
4.13082E-07	1006.84
4.1205E-07	1006.82
4.11411E-07	1006.81
4.09812E-07	1006.33
4.09538E-07	1002.28
4.07117E-07	1001.07
4.07013E-07	998787
4.06792E-07	998583
4.04681E-07	998117
4.04247E-07	992518
4.04104E-07	990554
4.04031E-07	986434
4.02659E-07	984134
4.02462E-07	979856
4.01456E-07	976.06
3.98801E-07	975553
3.97076E-07	974683
3.96903E-07	974336
3.96445E-07	971913
3.95988E-07	970.37
3.95474E-07	968346
3.95296E-07	966994
3.94928E-07	965267
3.92557E-07	964923
3.91205E-07	961251
3.91201E-07	959796
3.89678E-07	957389
3.89505E-07	955107
3.87833E-07	954.6
3.86283E-07	951974
3.85973E-07	950315
3.85168E-07	949592
3.85119E-07	948416
3.85076E-07	946589
3.84617E-07	945311
3.84586E-07	945062
3.84372E-07	944397
3.83795E-07	943799
3.83357E-07	943.01
3.83287E-07	941782
3.83252E-07	941238
3.83204E-07	940479
3.82439E-07	939131
3.82047E-07	937074
3.81616E-07	936603
3.81297E-07	935126
3.8111E-07	934482
3.80732E-07	931879
3.80373E-07	931.25
3.7998E-07	928.7
3.79723E-07	920002
3.79711E-07	918358
3.79067E-07	917853
3.77415E-07	916595
3.77084E-07	916.54
3.75951E-07	914994
3.7584E-07	914512
3.75532E-07	913412
3.75089E-07	911798
3.74578E-07	911616
3.74183E-07	911469
3.73417E-07	909093
3.73302E-07	908.44
3.71525E-07	907894
3.69559E-07	907005
3.6944E-07	898668
3.68696E-07	897524
3.68392E-07	896.69
3.67333E-07	896348
3.65108E-07	895619
3.64634E-07	895499
3.64554E-07	889214
3.64455E-07	887219
3.63262E-07	886702
3.61343E-07	880027
3.60609E-07	879712
3.59377E-07	879462
3.59075E-07	877.06
3.59018E-07	876497
3.58921E-07	873469
3.5888E-07	869287
3.58165E-07	869049
3.57538E-07	868941
3.5634E-07	867925
3.55811E-07	867815
3.53928E-07	866976
3.53593E-07	865816
3.5179E-07	862714
3.5104E-07	861796
3.49963E-07	860296
3.49242E-07	860028
3.48965E-07	859151
3.48872E-07	855343
3.47577E-07	853364
3.47084E-07	853092
3.46105E-07	852627
3.46028E-07	851244
3.44966E-07	849678
3.4425E-07	848658
3.42497E-07	848224
3.42472E-07	846937
3.41885E-07	845237
3.41849E-07	841405
3.41665E-07	839912
3.41095E-07	839531
3.40085E-07	836784
3.39589E-07	836.71
3.39497E-07	836561
3.39443E-07	835783
3.38732E-07	835566
3.38282E-07	831908
3.38149E-07	830658
3.37187E-07	829087
3.37169E-07	827666
3.36989E-07	825648
3.36491E-07	825525
3.35516E-07	823733
3.35029E-07	822045
3.34676E-07	821226
3.34403E-07	817.07
3.33751E-07	814.72
3.33689E-07	812.65
3.32514E-07	812443
3.32278E-07	811197
3.32117E-07	810795
3.3192E-07	809563
3.31514E-07	803737
3.31291E-07	803528
3.30939E-07	803123
3.30859E-07	801807
3.29968E-07	801327
3.29212E-07	801152
3.2917E-07	801129
3.26665E-07	800142
3.26615E-07	799524
3.26034E-07	799257
3.25963E-07	794403
3.2592E-07	793103
3.2585E-07	792846
3.25203E-07	790835
3.23823E-07	786341
3.23279E-07	785061
3.23008E-07	778266
3.22554E-07	777829
3.22027E-07	776.56
3.21976E-07	775717
3.21854E-07	775623
3.21048E-07	775.46
3.20946E-07	775057
3.1959E-07	774993
3.19539E-07	774907
3.18908E-07	774807
3.18652E-07	770542
3.17563E-07	769766
3.17509E-07	769374
3.17461E-07	768213
3.15054E-07	767922
3.14919E-07	767185
3.14559E-07	765633
3.12644E-07	764.54
3.12351E-07	764494
3.12335E-07	762622
3.11327E-07	762001
3.10081E-07	761686
3.08735E-07	761253
3.08717E-07	760243
3.08346E-07	759973
3.0775E-07	759415
3.0774E-07	758016
3.0657E-07	757282
3.05632E-07	756633
3.04445E-07	755824
3.04052E-07	755.68
3.03608E-07	754577
3.03472E-07	754401
3.0268E-07	752.79
3.02655E-07	751919
3.02593E-07	751626
3.02414E-07	750065
3.02111E-07	748436
3.01807E-07	748322
3.00924E-07	748.24
0.0003009	747008
3.00776E-07	745849
3.00587E-07	744697
3.00496E-07	743156
3.00359E-07	743.1
3.00329E-07	742939
2.9991E-07	739597
2.99229E-07	737684
2.9917E-07	737433
2.99093E-07	736149
2.98964E-07	735776
2.98956E-07	735693
2.98864E-07	735026
2.98727E-07	734.57
2.98537E-07	733469
2.96318E-07	730645
2.96101E-07	730086
2.9606E-07	729188
2.95877E-07	728529
2.95208E-07	725067
2.93994E-07	723977
2.92669E-07	723174
2.92517E-07	722147
2.92107E-07	720851
2.91767E-07	718001
2.91158E-07	717814
2.9103E-07	716968
2.88981E-07	716.81
2.88153E-07	715556
2.87989E-07	714422
2.87005E-07	713.63
2.86731E-07	713455
2.8664E-07	712767
2.86588E-07	712399
2.86493E-07	712.17
2.86054E-07	712025
2.8599E-07	711268
2.85273E-07	711164
2.84426E-07	710231
2.84004E-07	710119
2.83204E-07	710085
2.83098E-07	709574
2.82963E-07	709281
2.8271E-07	706984
2.82059E-07	706538
2.82054E-07	705808
2.81042E-07	703762
2.80196E-07	702888
2.79086E-07	702618
2.77995E-07	700027
2.77825E-07	697453
2.76568E-07	696694
2.76364E-07	696.47
2.76072E-07	695489
2.75432E-07	693259
2.74593E-07	693086
2.73687E-07	692962
2.73414E-07	688066
2.73368E-07	684188
2.73279E-07	683083
2.72712E-07	680496
2.72687E-07	677098
2.72552E-07	677016
2.72291E-07	675792
2.72071E-07	674748
2.71809E-07	674.64
2.70979E-07	671752
2.70754E-07	670541
2.70603E-07	668317
2.70378E-07	668185
2.7005E-07	668031
2.69572E-07	666429
2.68778E-07	666059
2.68562E-07	665999
2.68474E-07	665.42
2.68317E-07	664729
2.6801E-07	664.26
2.67754E-07	662375
2.67635E-07	662102
2.6668E-07	660529
2.66545E-07	656714
2.66439E-07	656089
2.65772E-07	654811
2.65408E-07	653245
2.65004E-07	652927
2.64943E-07	651771
2.64844E-07	651242
2.64838E-07	650292
2.64754E-07	650049
2.64128E-07	649436
2.6389E-07	649247
2.63661E-07	648931
2.63318E-07	648506
2.61995E-07	648436
2.6151E-07	647897
2.61038E-07	646747
2.60934E-07	643568
2.60411E-07	640906
2.60057E-07	640053
2.59615E-07	638846
2.59036E-07	638402
2.59E-07	637764
2.58842E-07	635563
2.58838E-07	635264
2.58792E-07	634575
2.58684E-07	634458
2.58466E-07	634159
2.58337E-07	634125
2.58274E-07	630976
2.57891E-07	630.03
2.57721E-07	629759
2.57289E-07	629034
2.57094E-07	626539
2.57065E-07	625.87
2.5626E-07	624564
2.55822E-07	623961
2.55566E-07	623.64
2.55075E-07	622997
0.0002547	622135
2.53967E-07	621452
2.53846E-07	620012
2.53718E-07	619451
2.53658E-07	618791
2.53606E-07	618675
2.53485E-07	618.53
2.53274E-07	617393
0.0002527	614822
2.52309E-07	612269
2.51699E-07	610761
2.5107E-07	610096
2.50402E-07	609041
2.50338E-07	608.53
2.50049E-07	608074
2.49584E-07	607502
0.0002491	605543
2.48866E-07	604012
2.47447E-07	602007
2.46543E-07	601932
2.46434E-07	601476
2.45896E-07	600904
2.44597E-07	600255
2.44343E-07	599206
2.43296E-07	596554
2.42924E-07	596329
2.4221E-07	596132
2.42034E-07	596008
2.4144E-07	594148
2.40982E-07	593414
2.40865E-07	590851
2.39644E-07	587.93
2.39131E-07	587504
2.38748E-07	587395
2.38089E-07	586754
2.37853E-07	585472
2.36643E-07	584763
2.3643E-07	583042
2.36246E-07	582484
2.36085E-07	582479
2.35986E-07	581.13
2.35715E-07	580186
2.34977E-07	579676
2.34304E-07	578958
2.33862E-07	578869
2.33826E-07	578244
2.33406E-07	577283
2.33001E-07	576554
2.3255E-07	575903
2.32005E-07	575302
2.3197E-07	574929
2.3194E-07	574805
2.30781E-07	573.88
2.30655E-07	572801
2.30349E-07	572647
2.30098E-07	571757
0.0002299	571137
2.2968E-07	569451
2.29341E-07	568795
2.29296E-07	567062
2.29221E-07	566532
2.29149E-07	565.42
2.28945E-07	563817
2.28129E-07	563.54
2.27545E-07	563441
2.2722E-07	562.45
2.27066E-07	562286
2.27038E-07	559887
2.26124E-07	558995
2.26039E-07	558721
2.25068E-07	556967
2.24746E-07	556647
2.24618E-07	556547
2.23636E-07	554556
2.23539E-07	552339
2.23118E-07	551284
2.23064E-07	547144
2.22877E-07	546303
2.22627E-07	542143
2.22158E-07	540967
2.21924E-07	540932
2.21238E-07	540921
2.20484E-07	540677
2.19957E-07	540519
2.19825E-07	537.65
2.19408E-07	537431
2.19195E-07	535536
2.18726E-07	533054
2.18254E-07	532845
0.0002182	532593
2.17882E-07	532336
2.17631E-07	532.22
2.17211E-07	530368
2.16513E-07	529494
2.16435E-07	526777
2.15861E-07	524678
2.15656E-07	524446
2.15332E-07	522364
2.15218E-07	520606
2.15122E-07	520468
2.15091E-07	519348
2.1503E-07	519.02
2.14855E-07	517295
2.1475E-07	514251
2.14488E-07	513986
2.12933E-07	512501
2.12081E-07	511616
2.11758E-07	511383
2.11277E-07	510471
2.11233E-07	509932
2.10489E-07	506868
2.09056E-07	504705
2.08818E-07	504.66
2.08587E-07	504121
2.08552E-07	503744
2.08312E-07	502031
2.07135E-07	501834
2.05962E-07	498936
2.05911E-07	498058
2.05683E-07	497887
2.05437E-07	497159
2.0538E-07	495.44
2.05223E-07	495404
2.04783E-07	494959
2.04766E-07	494224
2.04695E-07	493752
2.04554E-07	493069
2.03748E-07	492133
2.03575E-07	489393
2.03331E-07	486879
2.03259E-07	486328
2.02765E-07	486187
2.02073E-07	485234
2.01698E-07	484425
2.00917E-07	483.14
2.00615E-07	482.51
1.99095E-07	479297
1.99002E-07	477798
1.98289E-07	475532
1.98266E-07	475375
1.98229E-07	475361
1.97613E-07	474059
1.97576E-07	474019
1.97067E-07	473326
1.96912E-07	471721
1.96222E-07	470634
1.96039E-07	470371
1.95809E-07	469296
1.94836E-07	466532
1.94742E-07	466117
1.9451E-07	462743
1.94337E-07	462399
1.94234E-07	462099
1.94211E-07	460142
1.9396E-07	459543
1.93274E-07	459241
1.93261E-07	458.44
1.92572E-07	458228
1.92209E-07	457621
1.92054E-07	456715
1.91547E-07	455586
1.90748E-07	455268
1.90128E-07	454453
1.90017E-07	453789
1.88329E-07	452977
1.87967E-07	451633
1.86569E-07	451543
1.86524E-07	450554
1.86093E-07	449.21
1.85974E-07	445491
1.85884E-07	445002
1.8579E-07	444847
1.85312E-07	444591
1.84831E-07	444369
1.84565E-07	443818
1.83811E-07	443414
1.83803E-07	442854
1.83013E-07	442056
1.82906E-07	440871
1.82772E-07	440475
1.82628E-07	439227
1.82612E-07	438698
1.82584E-07	437051
1.82578E-07	436676
1.81458E-07	436.13
1.80835E-07	435944
1.80546E-07	435853
1.80508E-07	435706
1.80469E-07	433634
1.79998E-07	433173
1.78817E-07	433078
1.78451E-07	433009
1.78283E-07	432679
1.77965E-07	432363
1.77834E-07	431384
1.77649E-07	430.73
1.77396E-07	430548
1.76896E-07	429673
1.75794E-07	428329
1.7497E-07	428235
1.74827E-07	428093
1.74712E-07	427991
1.74172E-07	425369
1.73711E-07	425184
1.73701E-07	423722
1.73543E-07	423078
1.73341E-07	422597
1.73304E-07	422204
1.73056E-07	420869
1.73009E-07	420344
1.72634E-07	419425
1.71635E-07	418319
1.70624E-07	418159
1.69103E-07	417736
1.68959E-07	416391
1.67913E-07	416276
1.67403E-07	416197
1.67377E-07	416035
1.67283E-07	415885
1.6714E-07	414639
1.67065E-07	414622
1.66902E-07	413889
1.66623E-07	411657
1.65871E-07	411409
1.65199E-07	411122
1.6519E-07	410736
1.64869E-07	410.54
1.6437E-07	410407
1.64267E-07	409432
1.64175E-07	408437
0.0001641	407126
1.63817E-07	407084
1.63464E-07	407031
1.63219E-07	406.71
1.63027E-07	406482
1.62946E-07	406116
1.62439E-07	405742
1.6223E-07	405272
1.6135E-07	405018
1.60452E-07	403778
1.60403E-07	401017
1.60238E-07	400765
1.6016E-07	400639
1.60006E-07	399254
1.59818E-07	399199
1.59255E-07	397367
1.59225E-07	396649
1.58303E-07	396554
1.58006E-07	396155
1.57566E-07	394142
1.57511E-07	393054
1.5704E-07	392858
1.5703E-07	391968
1.56916E-07	391859
1.56875E-07	390755
1.56823E-07	390673
1.56673E-07	389923
1.56414E-07	387.74
1.56233E-07	387021
1.56218E-07	386899
1.56212E-07	386602
1.56166E-07	385816
1.56121E-07	385609
1.55955E-07	384.83
1.55818E-07	384624
1.55781E-07	382835
1.55497E-07	382739
1.55464E-07	382
1.54159E-07	381.16
1.52832E-07	378862
1.51744E-07	378336
1.51594E-07	378058
1.50941E-07	377993
1.50852E-07	374308
1.50625E-07	373704
1.50515E-07	371859
1.50464E-07	371508
1.50411E-07	370944
1.50333E-07	370802
1.49603E-07	368044
1.49515E-07	367337
1.4907E-07	366387
1.48953E-07	366032
1.48657E-07	365232
1.48579E-07	363769
1.48478E-07	362581
1.4813E-07	362171
1.47945E-07	362146
1.47888E-07	362026
0.0001475	360947
1.46892E-07	359916
1.46679E-07	357737
1.46427E-07	357309
1.4639E-07	355.91
1.46016E-07	355802
1.45747E-07	355282
1.45456E-07	354661
1.45134E-07	353.81
1.44998E-07	353209
1.44765E-07	352871
1.44527E-07	352805
1.44522E-07	351079
1.44453E-07	350963
1.44361E-07	350.86
1.44245E-07	350728
1.44108E-07	350586
1.44093E-07	350228
1.43704E-07	350.11
1.43683E-07	349.88
1.4368E-07	348.4
1.43637E-07	348398
1.43265E-07	347.73
1.43161E-07	347667
1.43017E-07	347593
1.42979E-07	346583
1.42931E-07	346044
1.42557E-07	345209
1.42415E-07	344941
1.42405E-07	344278
1.41867E-07	344064
1.41459E-07	343896
1.41248E-07	343742
1.40439E-07	343592
1.40243E-07	343483
1.39703E-07	342953
1.39338E-07	342662
1.39229E-07	342501
1.39152E-07	341933
1.38779E-07	340823
1.38122E-07	340638
1.37766E-07	339216
1.3775E-07	338946
1.37576E-07	337673
1.37267E-07	336916
1.37116E-07	336355
1.37094E-07	336261
1.36864E-07	335509
1.36175E-07	335045
1.36164E-07	334658
1.35884E-07	333.9
1.35779E-07	333763
1.35491E-07	333549
1.35472E-07	332816
1.35219E-07	331988
1.35178E-07	331361
1.34924E-07	330034
1.34566E-07	328766
1.34481E-07	328162
1.34446E-07	327831
1.34285E-07	326927
1.33992E-07	326644
1.33846E-07	326.53
1.33424E-07	324179
1.33057E-07	324142
1.33051E-07	323991
1.33041E-07	323.72
1.33014E-07	321782
1.32756E-07	321568
1.32683E-07	319755
1.32479E-07	319.64
1.31911E-07	318788
1.30965E-07	318.38
1.30741E-07	318219
1.30644E-07	317121
1.30565E-07	315615
1.30454E-07	315513
1.30216E-07	315474
1.30193E-07	315353
1.29995E-07	314228
1.29525E-07	314209
1.29123E-07	313574
1.29073E-07	313386
1.28205E-07	313273
1.28178E-07	312814
1.2788E-07	312478
1.2744E-07	312223
1.27427E-07	311262
1.27226E-07	311057
1.26773E-07	309636
1.26471E-07	309529
1.26332E-07	307686
1.26227E-07	306693
1.25585E-07	306109
1.25568E-07	305888
1.25279E-07	305526
1.24885E-07	305096
1.24802E-07	303597
1.2472E-07	303.5
1.24392E-07	302439
1.24221E-07	302.33
1.23327E-07	301458
1.22853E-07	300574
1.22741E-07	300432
1.22685E-07	300044
1.22163E-07	299558
1.22156E-07	298537
1.21945E-07	298089
1.21914E-07	297031
1.21824E-07	296826
1.2166E-07	296387
1.21491E-07	296.08
1.20938E-07	293882
1.20547E-07	293116
1.20463E-07	292728
1.20375E-07	292626
1.20322E-07	291512
1.20272E-07	290.94
1.20014E-07	289.14
1.1956E-07	288858
1.19371E-07	288764
1.19193E-07	288129
1.1874E-07	287876
1.18278E-07	287771
1.18199E-07	287539
1.18133E-07	286253
1.16922E-07	286137
1.1685E-07	285999
1.16848E-07	285272
1.16196E-07	284289
1.15433E-07	283214
1.15345E-07	283081
1.15255E-07	282693
1.15216E-07	282194
1.15036E-07	281.79
1.14639E-07	279657
1.14244E-07	279407
1.14193E-07	279313
1.14105E-07	278.49
1.14029E-07	278388
1.13919E-07	276.44
1.13839E-07	276278
1.13415E-07	275837
1.13336E-07	275.32
1.13277E-07	274.91
1.12796E-07	274396
1.12623E-07	273508
1.12384E-07	273374
1.12317E-07	272649
1.11804E-07	272542
1.11254E-07	271453
1.11116E-07	271257
1.11091E-07	270101
1.11069E-07	269884
1.1091E-07	269824
1.10783E-07	268465
1.10735E-07	267831
1.10055E-07	267.72
1.09898E-07	267087
1.09897E-07	266801
1.09172E-07	266633
1.08626E-07	266409
1.08504E-07	266285
1.08339E-07	266027
1.07857E-07	264968
1.07594E-07	264585
1.07544E-07	262911
1.07117E-07	262613
1.06877E-07	261896
1.06643E-07	261804
1.06221E-07	261574
1.06165E-07	261527
1.05868E-07	261479
1.05785E-07	259112
1.05205E-07	258488
1.05175E-07	257741
1.04966E-07	257683
1.04474E-07	257136
1.04407E-07	256803
1.0428E-07	255984
1.03795E-07	255631
1.03761E-07	255456
1.0368E-07	255171
1.03424E-07	255149
1.02615E-07	254939
1.02474E-07	254.83
1.02374E-07	254766
1.02264E-07	254179
1.02084E-07	254122
1.01804E-07	253506
1.01463E-07	252.68
1.0109E-07	252172
1.00844E-07	250879
1.00656E-07	250304
1.00047E-07	250234
9.94587E-08	250199
9.88804E-08	250083
9.87886E-08	249999
9.87356E-08	249091
9.81251E-08	249052
9.80299E-08	248565
9.75762E-08	248337
9.75359E-08	247372
9.74251E-08	244139
0.09714	243969
9.67941E-08	243362
9.67769E-08	243313
9.65085E-08	243165
9.64437E-08	243126
9.61552E-08	242.77
9.60086E-08	242112
9.55398E-08	241682
9.52726E-08	241344
9.50073E-08	241227
9.49006E-08	240214
9.47245E-08	239577
9.46439E-08	239573
9.45421E-08	239038
9.44909E-08	238469
9.43932E-08	237924
9.40076E-08	237576
9.37955E-08	237257
9.37012E-08	237116
9.34667E-08	237.08
9.34108E-08	237064
9.27949E-08	236896
9.23734E-08	236495
9.22227E-08	235792
9.22142E-08	235352
9.18705E-08	234753
9.1862E-08	234104
9.14582E-08	234014
9.12505E-08	233153
9.1197E-08	232792
9.10835E-08	231939
9.10564E-08	231635
9.07409E-08	231242
9.06361E-08	230746
9.04856E-08	230565
9.03113E-08	230078
8.98129E-08	229941
8.9553E-08	229105
8.95228E-08	228896
8.89617E-08	227777
8.88836E-08	227248
8.82604E-08	227241
8.8235E-08	226925
8.81297E-08	226883
8.79281E-08	226339
8.78462E-08	226254
8.73263E-08	226186
8.72729E-08	224616
8.65801E-08	223773
8.6437E-08	223.75
8.60096E-08	223445
8.59635E-08	223191
8.5761E-08	222456
8.51463E-08	221958
8.49794E-08	221891
8.42437E-08	221413
8.42075E-08	221361
8.41242E-08	221104
8.41079E-08	220759
8.36873E-08	220673
8.30002E-08	220316
8.2971E-08	220179
8.24825E-08	219536
8.19073E-08	218909
8.10547E-08	218876
8.06017E-08	218627
8.04426E-08	217654
8.02622E-08	217.62
8.01137E-08	217293
7.92062E-08	217119
7.92E-08	216553
7.90334E-08	216406
7.89984E-08	216329
7.86895E-08	216236
7.86167E-08	216096
7.84432E-08	215901
7.84153E-08	215559
7.81473E-08	215499
7.80783E-08	214855
7.80608E-08	213184
7.80076E-08	212948
7.79975E-08	212652
7.79057E-08	211967
7.78599E-08	211267
7.78194E-08	211135
7.77198E-08	210121
7.76913E-08	210051
